ID,ACORN_Category,ACORN_Code
MAC003165,Financially Stretched,K
MAC004878,Financially Stretched,K
MAC002843,Financially Stretched,K
MAC002111,Financially Stretched,K
MAC000912,Financially Stretched,K
MAC002637,Financially Stretched,K
MAC000258,Financially Stretched,K
MAC004729,Financially Stretched,K
MAC004186,Financially Stretched,K
MAC001578,Financially Stretched,K
MAC004131,Financially Stretched,K
MAC001929,Financially Stretched,K
MAC004724,Financially Stretched,K
MAC000255,Financially Stretched,K
MAC000806,Financially Stretched,K
MAC001774,Financially Stretched,K
MAC002484,Financially Stretched,K
MAC005119,Financially Stretched,K
MAC002892,Financially Stretched,K
MAC000267,Financially Stretched,K
MAC003990,Financially Stretched,K
MAC001746,Financially Stretched,K
MAC000574,Financially Stretched,K
MAC004831,Financially Stretched,K
MAC004787,Financially Stretched,K
MAC000925,Financially Stretched,K
MAC002782,Financially Stretched,K
MAC001005,Financially Stretched,K
MAC004792,Financially Stretched,K
MAC000552,Financially Stretched,K
MAC000687,Financially Stretched,K
MAC002085,Financially Stretched,K
MAC005168,Financially Stretched,K
MAC001770,Financially Stretched,K
MAC001681,Financially Stretched,K
MAC000202,Financially Stretched,K
MAC001338,Financially Stretched,K
MAC001927,Financially Stretched,K
MAC001923,Financially Stretched,K
MAC000130,Financially Stretched,K
MAC005449,Financially Stretched,K
MAC000440,Financially Stretched,K
MAC001967,Financially Stretched,K
MAC001581,Financially Stretched,K
MAC000811,Financially Stretched,K
MAC004853,Financially Stretched,K
MAC002664,Financially Stretched,K
MAC001178,Financially Stretched,K
MAC000343,Financially Stretched,K
MAC002961,Financially Stretched,K
MAC000751,Financially Stretched,K
MAC004763,Financially Stretched,K
MAC001666,Financially Stretched,K
MAC002952,Financially Stretched,K
MAC004172,Financially Stretched,K
MAC004772,Financially Stretched,K
MAC001397,Financially Stretched,K
MAC000081,Financially Stretched,K
MAC000761,Financially Stretched,K
MAC004141,Financially Stretched,K
MAC002742,Financially Stretched,K
MAC000734,Financially Stretched,K
MAC000532,Financially Stretched,K
MAC005530,Financially Stretched,K
MAC003048,Financially Stretched,K
MAC003149,Financially Stretched,K
MAC004240,Financially Stretched,K
MAC000566,Financially Stretched,K
MAC005518,Financially Stretched,K
MAC000195,Financially Stretched,K
MAC005512,Financially Stretched,K
MAC003162,Financially Stretched,K
MAC001309,Financially Stretched,K
MAC004241,Financially Stretched,K
MAC000872,Financially Stretched,K
MAC000013,Financially Stretched,K
MAC002848,Financially Stretched,K
MAC001336,Financially Stretched,K
MAC000016,Financially Stretched,K
MAC000401,Financially Stretched,K
MAC000623,Financially Stretched,K
MAC000881,Financially Stretched,K
MAC005484,Financially Stretched,K
MAC001486,Financially Stretched,K
MAC005476,Financially Stretched,K
MAC001085,Financially Stretched,K
MAC002295,Financially Stretched,K
MAC001286,Financially Stretched,K
MAC002373,Financially Stretched,K
MAC004464,Financially Stretched,K
MAC003076,Financially Stretched,K
MAC002291,Financially Stretched,K
MAC002262,Financially Stretched,K
MAC003074,Financially Stretched,K
MAC003841,Financially Stretched,K
MAC004077,Financially Stretched,K
MAC002316,Financially Stretched,K
MAC004250,Financially Stretched,K
MAC000867,Financially Stretched,K
MAC003144,Financially Stretched,K
MAC000281,Financially Stretched,K
MAC000842,Financially Stretched,K
MAC001104,Financially Stretched,K
MAC000660,Financially Stretched,K
MAC001868,Financially Stretched,K
MAC004546,Financially Stretched,K
MAC004508,Financially Stretched,K
MAC002368,Financially Stretched,K
MAC000664,Financially Stretched,K
MAC002371,Financially Stretched,K
MAC001467,Financially Stretched,K
MAC005016,Financially Stretched,K
MAC000055,Financially Stretched,K
MAC004603,Financially Stretched,K
MAC002232,Financially Stretched,K
MAC001415,Financially Stretched,K
MAC002412,Financially Stretched,K
MAC001225,Financially Stretched,K
MAC001054,Financially Stretched,K
MAC001505,Financially Stretched,K
MAC000230,Financially Stretched,K
MAC000621,Financially Stretched,K
MAC000123,Financially Stretched,K
MAC004719,Financially Stretched,K
MAC001888,Financially Stretched,K
MAC000852,Financially Stretched,K
MAC001799,Financially Stretched,K
MAC004692,Financially Stretched,K
MAC003764,Financially Stretched,K
MAC000019,Financially Stretched,K
MAC004696,Financially Stretched,K
MAC000832,Financially Stretched,K
MAC002996,Financially Stretched,K
MAC000827,Financially Stretched,K
MAC000290,Financially Stretched,K
MAC000858,Financially Stretched,K
MAC005549,Financially Stretched,K
MAC002524,Financially Stretched,K
MAC001065,Financially Stretched,K
MAC000601,Financially Stretched,K
MAC004631,Financially Stretched,K
MAC002440,Financially Stretched,K
MAC000720,Financially Stretched,K
MAC001126,Financially Stretched,K
MAC001493,Financially Stretched,K
MAC003861,Financially Stretched,K
MAC000924,Financially Stretched,K
MAC002861,Financially Stretched,K
MAC002467,Financially Stretched,K
MAC001986,Financially Stretched,K
MAC003015,Financially Stretched,K
MAC001068,Financially Stretched,K
MAC000537,Financially Stretched,K
MAC001063,Financially Stretched,K
MAC002194,Financially Stretched,K
MAC000582,Financially Stretched,K
MAC001061,Financially Stretched,K
MAC000898,Financially Stretched,K
MAC000515,Financially Stretched,K
MAC000953,Financially Stretched,L
MAC002013,Financially Stretched,L
MAC005193,Financially Stretched,L
MAC000801,Financially Stretched,L
MAC002041,Financially Stretched,L
MAC000068,Financially Stretched,L
MAC003079,Financially Stretched,L
MAC002346,Financially Stretched,L
MAC002038,Financially Stretched,L
MAC001057,Financially Stretched,L
MAC000865,Financially Stretched,L
MAC003019,Financially Stretched,L
MAC003049,Financially Stretched,L
MAC001520,Financially Stretched,L
MAC001511,Financially Stretched,L
MAC002490,Financially Stretched,L
MAC000373,Financially Stretched,L
MAC002079,Financially Stretched,L
MAC003008,Financially Stretched,L
MAC000893,Financially Stretched,L
MAC001567,Financially Stretched,L
MAC001981,Financially Stretched,L
MAC002900,Financially Stretched,L
MAC004234,Financially Stretched,L
MAC005144,Financially Stretched,L
MAC001423,Financially Stretched,L
MAC001588,Financially Stretched,L
MAC001945,Financially Stretched,L
MAC005079,Financially Stretched,L
MAC001474,Financially Stretched,L
MAC000117,Financially Stretched,L
MAC001464,Financially Stretched,L
MAC004083,Financially Stretched,L
MAC001939,Financially Stretched,L
MAC005058,Financially Stretched,L
MAC005101,Financially Stretched,L
MAC001608,Financially Stretched,L
MAC000354,Financially Stretched,L
MAC001942,Financially Stretched,L
MAC002386,Financially Stretched,L
MAC005513,Financially Stretched,L
MAC003476,Financially Stretched,L
MAC003505,Financially Stretched,L
MAC001417,Financially Stretched,L
MAC003525,Financially Stretched,L
MAC005486,Financially Stretched,L
MAC003539,Financially Stretched,L
MAC005478,Financially Stretched,L
MAC002212,Financially Stretched,L
MAC001159,Financially Stretched,L
MAC002414,Financially Stretched,L
MAC000101,Financially Stretched,L
MAC003541,Financially Stretched,L
MAC002423,Financially Stretched,L
MAC002425,Financially Stretched,L
MAC002431,Financially Stretched,L
MAC005439,Financially Stretched,L
MAC005436,Financially Stretched,L
MAC001440,Financially Stretched,L
MAC001827,Financially Stretched,L
MAC003649,Financially Stretched,L
MAC002192,Financially Stretched,L
MAC000590,Financially Stretched,L
MAC002177,Financially Stretched,L
MAC000310,Financially Stretched,L
MAC003555,Financially Stretched,L
MAC003472,Financially Stretched,L
MAC002377,Financially Stretched,L
MAC005548,Financially Stretched,L
MAC001882,Financially Stretched,L
MAC002845,Financially Stretched,L
MAC000395,Financially Stretched,L
MAC000303,Financially Stretched,L
MAC001127,Financially Stretched,L
MAC003315,Financially Stretched,L
MAC001872,Financially Stretched,L
MAC003338,Financially Stretched,L
MAC003347,Financially Stretched,L
MAC000187,Financially Stretched,L
MAC001864,Financially Stretched,L
MAC000146,Financially Stretched,L
MAC002337,Financially Stretched,L
MAC002342,Financially Stretched,L
MAC000106,Financially Stretched,L
MAC001114,Financially Stretched,L
MAC002350,Financially Stretched,L
MAC000065,Financially Stretched,L
MAC003396,Financially Stretched,L
MAC001113,Financially Stretched,L
MAC001112,Financially Stretched,L
MAC000014,Financially Stretched,L
MAC001845,Financially Stretched,L
MAC003265,Financially Stretched,L
MAC003429,Financially Stretched,L
MAC005561,Financially Stretched,L
MAC002367,Financially Stretched,L
MAC001909,Financially Stretched,L
MAC003669,Financially Stretched,L
MAC002553,Financially Stretched,L
MAC003675,Financially Stretched,L
MAC003848,Financially Stretched,L
MAC001006,Financially Stretched,L
MAC001742,Financially Stretched,L
MAC003862,Financially Stretched,L
MAC003890,Financially Stretched,L
MAC001183,Financially Stretched,L
MAC000115,Financially Stretched,L
MAC001187,Financially Stretched,L
MAC002668,Financially Stretched,L
MAC003911,Financially Stretched,L
MAC003919,Financially Stretched,L
MAC000739,Financially Stretched,L
MAC001341,Financially Stretched,L
MAC001677,Financially Stretched,L
MAC001823,Financially Stretched,L
MAC001668,Financially Stretched,L
MAC002806,Financially Stretched,L
MAC000979,Financially Stretched,L
MAC002823,Financially Stretched,L
MAC002101,Financially Stretched,L
MAC002097,Financially Stretched,L
MAC002850,Financially Stretched,L
MAC000959,Financially Stretched,L
MAC002857,Financially Stretched,L
MAC001373,Financially Stretched,L
MAC002866,Financially Stretched,L
MAC001925,Financially Stretched,L
MAC002706,Financially Stretched,L
MAC002877,Financially Stretched,L
MAC001658,Financially Stretched,L
MAC001324,Financially Stretched,L
MAC001307,Financially Stretched,L
MAC003178,Financially Stretched,L
MAC001512,Financially Stretched,L
MAC001536,Financially Stretched,L
MAC003175,Financially Stretched,L
MAC003703,Financially Stretched,L
MAC003705,Financially Stretched,L
MAC005371,Financially Stretched,L
MAC002722,Financially Stretched,L
MAC003706,Financially Stretched,L
MAC001797,Financially Stretched,L
MAC003728,Financially Stretched,L
MAC002701,Financially Stretched,L
MAC005357,Financially Stretched,L
MAC001586,Financially Stretched,L
MAC001174,Financially Stretched,L
MAC003738,Financially Stretched,L
MAC000038,Financially Stretched,L
MAC002643,Financially Stretched,L
MAC005338,Financially Stretched,L
MAC001597,Financially Stretched,L
MAC001761,Financially Stretched,L
MAC002151,Financially Stretched,L
MAC001323,Financially Stretched,L
MAC003783,Financially Stretched,L
MAC000680,Financially Stretched,L
MAC003277,Financially Stretched,L
MAC003816,Financially Stretched,L
MAC001010,Financially Stretched,L
MAC002398,Financially Stretched,L
MAC003576,Financially Stretched,L
MAC003300,Financially Stretched,L
MAC003838,Financially Stretched,L
MAC004626,Financially Stretched,L
MAC003491,Financially Stretched,L
MAC004248,Financially Stretched,L
MAC003765,Financially Stretched,L
MAC004847,Financially Stretched,L
MAC005102,Financially Stretched,L
MAC003481,Financially Stretched,L
MAC003310,Financially Stretched,L
MAC003311,Financially Stretched,L
MAC003763,Financially Stretched,L
MAC004841,Financially Stretched,L
MAC003972,Financially Stretched,L
MAC003316,Financially Stretched,L
MAC000792,Financially Stretched,L
MAC000790,Financially Stretched,L
MAC004224,Financially Stretched,L
MAC003640,Financially Stretched,L
MAC003459,Financially Stretched,L
MAC000559,Financially Stretched,L
MAC000712,Financially Stretched,L
MAC003297,Financially Stretched,L
MAC003674,Financially Stretched,L
MAC003291,Financially Stretched,L
MAC004113,Financially Stretched,L
MAC000436,Financially Stretched,L
MAC003510,Financially Stretched,L
MAC003508,Financially Stretched,L
MAC004589,Financially Stretched,L
MAC004261,Financially Stretched,L
MAC004821,Financially Stretched,L
MAC003253,Financially Stretched,L
MAC003254,Financially Stretched,L
MAC004259,Financially Stretched,L
MAC003325,Financially Stretched,L
MAC003258,Financially Stretched,L
MAC003263,Financially Stretched,L
MAC003267,Financially Stretched,L
MAC004125,Financially Stretched,L
MAC003270,Financially Stretched,L
MAC000705,Financially Stretched,L
MAC000127,Financially Stretched,L
MAC000256,Financially Stretched,L
MAC003836,Financially Stretched,L
MAC003496,Financially Stretched,L
MAC003289,Financially Stretched,L
MAC003504,Financially Stretched,L
MAC003326,Financially Stretched,L
MAC000390,Financially Stretched,L
MAC003752,Financially Stretched,L
MAC003894,Financially Stretched,L
MAC003660,Financially Stretched,L
MAC003902,Financially Stretched,L
MAC003374,Financially Stretched,L
MAC003757,Financially Stretched,L
MAC003424,Financially Stretched,L
MAC004761,Financially Stretched,L
MAC003418,Financially Stretched,L
MAC003416,Financially Stretched,L
MAC004160,Financially Stretched,L
MAC003891,Financially Stretched,L
MAC003380,Financially Stretched,L
MAC003411,Financially Stretched,L
MAC004721,Financially Stretched,L
MAC000490,Financially Stretched,L
MAC003909,Financially Stretched,L
MAC000750,Financially Stretched,L
MAC004177,Financially Stretched,L
MAC003918,Financially Stretched,L
MAC000484,Financially Stretched,L
MAC003922,Financially Stretched,L
MAC004169,Financially Stretched,L
MAC003415,Financially Stretched,L
MAC000694,Financially Stretched,L
MAC003644,Financially Stretched,L
MAC003435,Financially Stretched,L
MAC004433,Financially Stretched,L
MAC003641,Financially Stretched,L
MAC000779,Financially Stretched,L
MAC003455,Financially Stretched,L
MAC000724,Financially Stretched,L
MAC005432,Financially Stretched,L
MAC000731,Financially Stretched,L
MAC003443,Financially Stretched,L
MAC003345,Financially Stretched,L
MAC000466,Financially Stretched,L
MAC000592,Financially Stretched,L
MAC004640,Financially Stretched,L
MAC003346,Financially Stretched,L
MAC000245,Financially Stretched,L
MAC003350,Financially Stretched,L
MAC004793,Financially Stretched,L
MAC004722,Financially Stretched,L
MAC003880,Financially Stretched,L
MAC003667,Financially Stretched,L
MAC003351,Financially Stretched,L
MAC000763,Financially Stretched,L
MAC003369,Financially Stretched,L
MAC004207,Financially Stretched,L
MAC005498,Financially Stretched,L
MAC003688,Financially Stretched,L
MAC004576,Financially Stretched,L
MAC003164,Financially Stretched,L
MAC003574,Financially Stretched,L
MAC000608,Financially Stretched,L
MAC004042,Financially Stretched,L
MAC000607,Financially Stretched,L
MAC003172,Financially Stretched,L
MAC003569,Financially Stretched,L
MAC000573,Financially Stretched,L
MAC003565,Financially Stretched,L
MAC004036,Financially Stretched,L
MAC005529,Financially Stretched,L
MAC003181,Financially Stretched,L
MAC003785,Financially Stretched,L
MAC003189,Financially Stretched,L
MAC003191,Financially Stretched,L
MAC003192,Financially Stretched,L
MAC003629,Financially Stretched,L
MAC004316,Financially Stretched,L
MAC003564,Financially Stretched,L
MAC003197,Financially Stretched,L
MAC004532,Financially Stretched,L
MAC004295,Financially Stretched,L
MAC004033,Financially Stretched,L
MAC000548,Financially Stretched,L
MAC004994,Financially Stretched,L
MAC000644,Financially Stretched,L
MAC000568,Financially Stretched,L
MAC003598,Financially Stretched,L
MAC003090,Financially Stretched,L
MAC003773,Financially Stretched,L
MAC003593,Financially Stretched,L
MAC003604,Financially Stretched,L
MAC004490,Financially Stretched,L
MAC003109,Financially Stretched,L
MAC005023,Financially Stretched,L
MAC003127,Financially Stretched,L
MAC000199,Financially Stretched,L
MAC003609,Financially Stretched,L
MAC003770,Financially Stretched,L
MAC003612,Financially Stretched,L
MAC004306,Financially Stretched,L
MAC003726,Financially Stretched,L
MAC004505,Financially Stretched,L
MAC003727,Financially Stretched,L
MAC004507,Financially Stretched,L
MAC003577,Financially Stretched,L
MAC003089,Financially Stretched,L
MAC000629,Financially Stretched,L
MAC000121,Financially Stretched,L
MAC000658,Financially Stretched,L
MAC004947,Financially Stretched,L
MAC003193,Financially Stretched,L
MAC000829,Financially Stretched,L
MAC003224,Financially Stretched,L
MAC004497,Financially Stretched,L
MAC000670,Financially Stretched,L
MAC003698,Financially Stretched,L
MAC003526,Financially Stretched,L
MAC004566,Financially Stretched,L
MAC003233,Financially Stretched,L
MAC003533,Financially Stretched,L
MAC000009,Financially Stretched,L
MAC003692,Financially Stretched,L
MAC004273,Financially Stretched,L
MAC000134,Financially Stretched,L
MAC003821,Financially Stretched,L
MAC005157,Financially Stretched,L
MAC003520,Financially Stretched,L
MAC003242,Financially Stretched,L
MAC000428,Financially Stretched,L
MAC003535,Financially Stretched,L
MAC003398,Financially Stretched,L
MAC000662,Financially Stretched,L
MAC003793,Financially Stretched,L
MAC003537,Financially Stretched,L
MAC000659,Financially Stretched,L
MAC003623,Financially Stretched,L
MAC000493,Financially Stretched,M
MAC002385,Financially Stretched,M
MAC003185,Financially Stretched,M
MAC001955,Financially Stretched,M
MAC001783,Financially Stretched,M
MAC003786,Financially Stretched,M
MAC003563,Financially Stretched,M
MAC003590,Financially Stretched,M
MAC001046,Financially Stretched,M
MAC003605,Financially Stretched,M
MAC003608,Financially Stretched,M
MAC003620,Financially Stretched,M
MAC000111,Financially Stretched,M
MAC002178,Financially Stretched,M
MAC002223,Financially Stretched,M
MAC003517,Financially Stretched,M
MAC003402,Financially Stretched,M
MAC002396,Financially Stretched,M
MAC003523,Financially Stretched,M
MAC005501,Financially Stretched,M
MAC003468,Financially Stretched,M
MAC003401,Financially Stretched,M
MAC002362,Financially Stretched,M
MAC003518,Financially Stretched,M
MAC002833,Financially Stretched,M
MAC001874,Financially Stretched,M
MAC002288,Financially Stretched,M
MAC003887,Financially Stretched,M
MAC000667,Financially Stretched,M
MAC001892,Financially Stretched,M
MAC003560,Financially Stretched,M
MAC001059,Financially Stretched,M
MAC003458,Financially Stretched,M
MAC001095,Financially Stretched,M
MAC004524,Financially Stretched,M
MAC003448,Financially Stretched,M
MAC003497,Financially Stretched,M
MAC003624,Financially Stretched,M
MAC003498,Financially Stretched,M
MAC003550,Financially Stretched,M
MAC003545,Financially Stretched,M
MAC002195,Financially Stretched,M
MAC004795,Financially Stretched,M
MAC000142,Financially Stretched,M
MAC003575,Financially Stretched,M
MAC000674,Financially Stretched,M
MAC003622,Financially Stretched,M
MAC003618,Financially Stretched,M
MAC005472,Financially Stretched,M
MAC001804,Financially Stretched,M
MAC005475,Financially Stretched,M
MAC003543,Financially Stretched,M
MAC003471,Financially Stretched,M
MAC003399,Financially Stretched,M
MAC002926,Financially Stretched,M
MAC003500,Financially Stretched,M
MAC003360,Financially Stretched,M
MAC001947,Financially Stretched,M
MAC004776,Financially Stretched,M
MAC002991,Financially Stretched,M
MAC003143,Financially Stretched,M
MAC003280,Financially Stretched,M
MAC005303,Financially Stretched,M
MAC004365,Financially Stretched,M
MAC000477,Financially Stretched,M
MAC003829,Financially Stretched,M
MAC004043,Financially Stretched,M
MAC001611,Financially Stretched,M
MAC003226,Financially Stretched,M
MAC003961,Financially Stretched,M
MAC003030,Financially Stretched,M
MAC002021,Financially Stretched,M
MAC003869,Financially Stretched,M
MAC001619,Financially Stretched,M
MAC003749,Financially Stretched,M
MAC003251,Financially Stretched,M
MAC002760,Financially Stretched,M
MAC003179,Financially Stretched,M
MAC001355,Financially Stretched,M
MAC000923,Financially Stretched,M
MAC003199,Financially Stretched,M
MAC003194,Financially Stretched,M
MAC005434,Financially Stretched,M
MAC002768,Financially Stretched,M
MAC004372,Financially Stretched,M
MAC001339,Financially Stretched,M
MAC003139,Financially Stretched,M
MAC003673,Financially Stretched,M
MAC002272,Financially Stretched,M
MAC003303,Financially Stretched,M
MAC002000,Financially Stretched,M
MAC001388,Financially Stretched,M
MAC003769,Financially Stretched,M
MAC003104,Financially Stretched,M
MAC003107,Financially Stretched,M
MAC001392,Financially Stretched,M
MAC001456,Financially Stretched,M
MAC000911,Financially Stretched,M
MAC001604,Financially Stretched,M
MAC001550,Financially Stretched,M
MAC003386,Financially Stretched,M
MAC002913,Financially Stretched,M
MAC003129,Financially Stretched,M
MAC001732,Financially Stretched,M
MAC001192,Financially Stretched,M
MAC001472,Financially Stretched,M
MAC001476,Financially Stretched,M
MAC000114,Financially Stretched,M
MAC003377,Financially Stretched,M
MAC001185,Financially Stretched,M
MAC002985,Financially Stretched,M
MAC005312,Financially Stretched,M
MAC004865,Financially Stretched,M
MAC003227,Financially Stretched,N
MAC003467,Financially Stretched,N
MAC005540,Financially Stretched,N
MAC004493,Financially Stretched,N
MAC000483,Financially Stretched,N
MAC003232,Financially Stretched,N
MAC002903,Financially Stretched,N
MAC003513,Financially Stretched,N
MAC001593,Financially Stretched,N
MAC003249,Financially Stretched,N
MAC003243,Financially Stretched,N
MAC003824,Financially Stretched,N
MAC005511,Financially Stretched,N
MAC005166,Financially Stretched,N
MAC002975,Financially Stretched,N
MAC002216,Financially Stretched,N
MAC004103,Financially Stretched,N
MAC001285,Financially Stretched,N
MAC000818,Financially Stretched,N
MAC003628,Financially Stretched,N
MAC001034,Financially Stretched,N
MAC002488,Financially Stretched,N
MAC005510,Financially Stretched,N
MAC001555,Financially Stretched,N
MAC005544,Financially Stretched,N
MAC003203,Financially Stretched,N
MAC003798,Financially Stretched,N
MAC003781,Financially Stretched,N
MAC003167,Financially Stretched,N
MAC004309,Financially Stretched,N
MAC001205,Financially Stretched,N
MAC001119,Financially Stretched,N
MAC001485,Financially Stretched,N
MAC002242,Financially Stretched,N
MAC002076,Financially Stretched,N
MAC001484,Financially Stretched,N
MAC005054,Financially Stretched,N
MAC004359,Financially Stretched,N
MAC000860,Financially Stretched,N
MAC001244,Financially Stretched,N
MAC000410,Financially Stretched,N
MAC005046,Financially Stretched,N
MAC003112,Financially Stretched,N
MAC001932,Financially Stretched,N
MAC004057,Financially Stretched,N
MAC003086,Financially Stretched,N
MAC003704,Financially Stretched,N
MAC003217,Financially Stretched,N
MAC000107,Financially Stretched,N
MAC003026,Financially Stretched,N
MAC001551,Financially Stretched,N
MAC003215,Financially Stretched,N
MAC002369,Financially Stretched,N
MAC002147,Financially Stretched,N
MAC001409,Financially Stretched,N
MAC004286,Financially Stretched,N
MAC005125,Financially Stretched,N
MAC003209,Financially Stretched,N
MAC004952,Financially Stretched,N
MAC003549,Financially Stretched,N
MAC000100,Financially Stretched,N
MAC000011,Financially Stretched,N
MAC003205,Financially Stretched,N
MAC000046,Financially Stretched,N
MAC000067,Financially Stretched,N
MAC000913,Financially Stretched,N
MAC001524,Financially Stretched,N
MAC005096,Financially Stretched,N
MAC000433,Financially Stretched,N
MAC003177,Financially Stretched,N
MAC005085,Financially Stretched,N
MAC001607,Financially Stretched,N
MAC004265,Financially Stretched,N
MAC001340,Financially Stretched,N
MAC003437,Financially Stretched,N
MAC001816,Financially Stretched,N
MAC002739,Financially Stretched,N
MAC001675,Financially Stretched,N
MAC001480,Financially Stretched,N
MAC001671,Financially Stretched,N
MAC001212,Financially Stretched,N
MAC002954,Financially Stretched,N
MAC002758,Financially Stretched,N
MAC002766,Financially Stretched,N
MAC004662,Financially Stretched,N
MAC004407,Financially Stretched,N
MAC005409,Financially Stretched,N
MAC004810,Financially Stretched,N
MAC002778,Financially Stretched,N
MAC002039,Financially Stretched,N
MAC002785,Financially Stretched,N
MAC003939,Financially Stretched,N
MAC004200,Financially Stretched,N
MAC000581,Financially Stretched,N
MAC001796,Financially Stretched,N
MAC003923,Financially Stretched,N
MAC001026,Financially Stretched,N
MAC001326,Financially Stretched,N
MAC003651,Financially Stretched,N
MAC003397,Financially Stretched,N
MAC003913,Financially Stretched,N
MAC004164,Financially Stretched,N
MAC003647,Financially Stretched,N
MAC003384,Financially Stretched,N
MAC004717,Financially Stretched,N
MAC003927,Financially Stretched,N
MAC003381,Financially Stretched,N
MAC003412,Financially Stretched,N
MAC003413,Financially Stretched,N
MAC001017,Financially Stretched,N
MAC004414,Financially Stretched,N
MAC003420,Financially Stretched,N
MAC002703,Financially Stretched,N
MAC001683,Financially Stretched,N
MAC001435,Financially Stretched,N
MAC001982,Financially Stretched,N
MAC001643,Financially Stretched,N
MAC001727,Financially Stretched,N
MAC000938,Financially Stretched,N
MAC003837,Financially Stretched,N
MAC003492,Financially Stretched,N
MAC004256,Financially Stretched,N
MAC001993,Financially Stretched,N
MAC003850,Financially Stretched,N
MAC002031,Financially Stretched,N
MAC002871,Financially Stretched,N
MAC003282,Financially Stretched,N
MAC005461,Financially Stretched,N
MAC002415,Financially Stretched,N
MAC001273,Financially Stretched,N
MAC000707,Financially Stretched,N
MAC001380,Financially Stretched,N
MAC001364,Financially Stretched,N
MAC001866,Financially Stretched,N
MAC003544,Financially Stretched,N
MAC004630,Financially Stretched,N
MAC001621,Financially Stretched,N
MAC003835,Financially Stretched,N
MAC000930,Financially Stretched,N
MAC003479,Financially Stretched,N
MAC004128,Financially Stretched,N
MAC001977,Financially Stretched,N
MAC004842,Financially Stretched,N
MAC002459,Financially Stretched,N
MAC002816,Financially Stretched,N
MAC003466,Financially Stretched,N
MAC003588,Financially Stretched,N
MAC003671,Financially Stretched,N
MAC001627,Financially Stretched,N
MAC002450,Financially Stretched,N
MAC002456,Financially Stretched,N
MAC003976,Financially Stretched,N
MAC003756,Urban Adversity,O
MAC002105,Urban Adversity,O
MAC002103,Urban Adversity,O
MAC002208,Urban Adversity,O
MAC002269,Urban Adversity,O
MAC002059,Urban Adversity,O
MAC003631,Urban Adversity,O
MAC003654,Urban Adversity,O
MAC003691,Urban Adversity,O
MAC002910,Urban Adversity,O
MAC003694,Urban Adversity,O
MAC005124,Urban Adversity,O
MAC001167,Urban Adversity,O
MAC003744,Urban Adversity,O
MAC004329,Urban Adversity,O
MAC003742,Urban Adversity,O
MAC003636,Urban Adversity,O
MAC003268,Urban Adversity,O
MAC000604,Urban Adversity,O
MAC003730,Urban Adversity,O
MAC000976,Urban Adversity,O
MAC004376,Urban Adversity,O
MAC005148,Urban Adversity,O
MAC003632,Urban Adversity,O
MAC000587,Urban Adversity,O
MAC000171,Urban Adversity,O
MAC003772,Urban Adversity,O
MAC003296,Urban Adversity,O
MAC003301,Urban Adversity,O
MAC003988,Urban Adversity,O
MAC001639,Urban Adversity,O
MAC000786,Urban Adversity,O
MAC002770,Urban Adversity,O
MAC002734,Urban Adversity,O
MAC000474,Urban Adversity,O
MAC003373,Urban Adversity,O
MAC003929,Urban Adversity,O
MAC000757,Urban Adversity,O
MAC003376,Urban Adversity,O
MAC004479,Urban Adversity,O
MAC001762,Urban Adversity,O
MAC001775,Urban Adversity,O
MAC000491,Urban Adversity,O
MAC003433,Urban Adversity,O
MAC004021,Urban Adversity,O
MAC003883,Urban Adversity,O
MAC004873,Urban Adversity,O
MAC002893,Urban Adversity,O
MAC005049,Urban Adversity,O
MAC001468,Urban Adversity,O
MAC003136,Urban Adversity,O
MAC003062,Urban Adversity,O
MAC004085,Urban Adversity,O
MAC005089,Urban Adversity,O
MAC001530,Urban Adversity,O
MAC002167,Urban Adversity,O
MAC002463,Urban Adversity,O
MAC003207,Urban Adversity,O
MAC005140,Urban Adversity,O
MAC000427,Urban Adversity,O
MAC005153,Urban Adversity,O
MAC004017,Urban Adversity,O
MAC004011,Urban Adversity,O
MAC004076,Urban Adversity,O
MAC000929,Urban Adversity,O
MAC002870,Urban Adversity,O
MAC002547,Urban Adversity,O
MAC004165,Urban Adversity,O
MAC000514,Urban Adversity,O
MAC003379,Urban Adversity,O
MAC000363,Urban Adversity,O
MAC002299,Urban Adversity,O
MAC002387,Urban Adversity,O
MAC005520,Urban Adversity,O
MAC001887,Urban Adversity,O
MAC000213,Urban Adversity,O
MAC003516,Urban Adversity,O
MAC001834,Urban Adversity,O
MAC001133,Urban Adversity,O
MAC003578,Urban Adversity,O
MAC003797,Urban Adversity,O
MAC003779,Urban Adversity,O
MAC003390,Urban Adversity,O
MAC000656,Urban Adversity,O
MAC002339,Urban Adversity,O
MAC003542,Urban Adversity,O
MAC005483,Urban Adversity,O
MAC000626,Urban Adversity,O
MAC002410,Urban Adversity,O
MAC000528,Urban Adversity,O
MAC004243,Urban Adversity,O
MAC003321,Urban Adversity,O
MAC002406,Urban Adversity,O
MAC001937,Urban Adversity,O
MAC001930,Urban Adversity,O
MAC001291,Urban Adversity,O
MAC002462,Urban Adversity,O
MAC002516,Urban Adversity,O
MAC003484,Urban Adversity,O
MAC000266,Urban Adversity,O
MAC001850,Urban Adversity,O
MAC002453,Urban Adversity,O
MAC003462,Urban Adversity,O
MAC002418,Urban Adversity,P
MAC000350,Urban Adversity,P
MAC000003,Urban Adversity,P
MAC004047,Urban Adversity,P
