ID,ACORN_Category,ACORN_Code
MAC000102,Urban Adversity,Q
MAC000104,Urban Adversity,Q
MAC002391,Urban Adversity,Q
MAC005503,Urban Adversity,Q
MAC002527,Urban Adversity,Q
MAC002392,Urban Adversity,Q
MAC005500,Urban Adversity,Q
MAC005499,Urban Adversity,Q
MAC002400,Urban Adversity,Q
MAC002402,Urban Adversity,Q
MAC002403,Urban Adversity,Q
MAC005487,Urban Adversity,Q
MAC005480,Urban Adversity,Q
MAC002161,Urban Adversity,Q
MAC002531,Urban Adversity,Q
MAC002537,Urban Adversity,Q
MAC002541,Urban Adversity,Q
MAC005336,Urban Adversity,Q
MAC002652,Urban Adversity,Q
MAC005332,Urban Adversity,Q
MAC002653,Urban Adversity,Q
MAC005328,Urban Adversity,Q
MAC002659,Urban Adversity,Q
MAC002674,Urban Adversity,Q
MAC005339,Urban Adversity,Q
MAC002685,Urban Adversity,Q
MAC002689,Urban Adversity,Q
MAC002700,Urban Adversity,Q
MAC002705,Urban Adversity,Q
MAC002707,Urban Adversity,Q
MAC002709,Urban Adversity,Q
MAC002711,Urban Adversity,Q
MAC002717,Urban Adversity,Q
MAC002687,Urban Adversity,Q
MAC002384,Urban Adversity,Q
MAC002646,Urban Adversity,Q
MAC002639,Urban Adversity,Q
MAC002551,Urban Adversity,Q
MAC002559,Urban Adversity,Q
MAC005389,Urban Adversity,Q
MAC002569,Urban Adversity,Q
MAC002572,Urban Adversity,Q
MAC005381,Urban Adversity,Q
MAC002576,Urban Adversity,Q
MAC002642,Urban Adversity,Q
MAC002594,Urban Adversity,Q
MAC002600,Urban Adversity,Q
MAC005369,Urban Adversity,Q
MAC002607,Urban Adversity,Q
MAC005364,Urban Adversity,Q
MAC002629,Urban Adversity,Q
MAC002632,Urban Adversity,Q
MAC002638,Urban Adversity,Q
MAC000305,Urban Adversity,Q
MAC002382,Urban Adversity,Q
MAC003707,Urban Adversity,Q
MAC005545,Urban Adversity,Q
MAC002308,Urban Adversity,Q
MAC002305,Urban Adversity,Q
MAC000529,Urban Adversity,Q
MAC002196,Urban Adversity,Q
MAC000236,Urban Adversity,Q
MAC002298,Urban Adversity,Q
MAC002206,Urban Adversity,Q
MAC000316,Urban Adversity,Q
MAC002294,Urban Adversity,Q
MAC002293,Urban Adversity,Q
MAC002209,Urban Adversity,Q
MAC002229,Urban Adversity,Q
MAC000583,Urban Adversity,Q
MAC000292,Urban Adversity,Q
MAC000293,Urban Adversity,Q
MAC002287,Urban Adversity,Q
MAC002234,Urban Adversity,Q
MAC002276,Urban Adversity,Q
MAC002274,Urban Adversity,Q
MAC002270,Urban Adversity,Q
MAC000392,Urban Adversity,Q
MAC000402,Urban Adversity,Q
MAC002237,Urban Adversity,Q
MAC000408,Urban Adversity,Q
MAC002258,Urban Adversity,Q
MAC002248,Urban Adversity,Q
MAC002379,Urban Adversity,Q
MAC002315,Urban Adversity,Q
MAC000549,Urban Adversity,Q
MAC002325,Urban Adversity,Q
MAC005547,Urban Adversity,Q
MAC005556,Urban Adversity,Q
MAC002365,Urban Adversity,Q
MAC005563,Urban Adversity,Q
MAC002364,Urban Adversity,Q
MAC002168,Urban Adversity,Q
MAC005567,Urban Adversity,Q
MAC002173,Urban Adversity,Q
MAC000031,Urban Adversity,Q
MAC002353,Urban Adversity,Q
MAC002191,Urban Adversity,Q
MAC002174,Urban Adversity,Q
MAC002175,Urban Adversity,Q
MAC002351,Urban Adversity,Q
MAC002352,Urban Adversity,Q
MAC002345,Urban Adversity,Q
MAC002328,Urban Adversity,Q
MAC002185,Urban Adversity,Q
MAC002347,Urban Adversity,Q
MAC000088,Urban Adversity,Q
MAC002331,Urban Adversity,Q
MAC000318,Urban Adversity,Q
